
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    127.0.0.1:60526        127.0.0.1:62307        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62309        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62312        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62314        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62315        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62316        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62318        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62319        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62320        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62321        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62322        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62324        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62326        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62327        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62328        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62330        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62331        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62332        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62333        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62336        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62338        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62339        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62341        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62342        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62343        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62345        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62347        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62348        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62349        TIME_WAIT       0
  TCP    127.0.0.1:60526        127.0.0.1:62352        TIME_WAIT       0
  TCP    127.0.0.1:61620        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61621        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61622        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61645        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61660        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61664        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61700        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61709        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61710        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61711        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61727        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61731        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61732        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61780        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61787        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61788        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61839        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61846        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61847        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61853        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61854        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61859        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61860        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61895        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61909        127.0.0.1:57691        TIME_WAIT       0
  TCP    127.0.0.1:61910        127.0.0.1:57692        TIME_WAIT       0
  TCP    127.0.0.1:61911        127.0.0.1:57693        TIME_WAIT       0
  TCP    127.0.0.1:61912        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61924        127.0.0.1:57711        TIME_WAIT       0
  TCP    127.0.0.1:61933        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61935        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61936        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61940        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:61943        127.0.0.1:57688        TIME_WAIT       0
  TCP    127.0.0.1:61947        127.0.0.1:57689        TIME_WAIT       0
  TCP    127.0.0.1:61951        127.0.0.1:57690        TIME_WAIT       0
  TCP    127.0.0.1:61952        127.0.0.1:57710        TIME_WAIT       0
  TCP    127.0.0.1:62013        127.0.0.1:57760        TIME_WAIT       0
  TCP    127.0.0.1:62024        127.0.0.1:57770        TIME_WAIT       0
  TCP    127.0.0.1:62128        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62131        127.0.0.1:57759        TIME_WAIT       0
  TCP    127.0.0.1:62132        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62135        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62144        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62150        127.0.0.1:57769        TIME_WAIT       0
  TCP    127.0.0.1:62176        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62182        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62200        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62240        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62250        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62302        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62308        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62311        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62325        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62329        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62335        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62337        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:62346        127.0.0.1:60526        TIME_WAIT       0
  TCP    127.0.0.1:63342        0.0.0.0:0              LISTENING       5736
  TCP    172.20.13.160:139      0.0.0.0:0              LISTENING       4
  TCP    172.20.13.160:1433     172.20.13.160:60346    ESTABLISHED     4880
  TCP    172.20.13.160:49741    172.20.13.160:49753    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:49763    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:57718    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:57720    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:57726    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:57727    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:57768    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:57780    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:58934    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:62174    ESTABLISHED     8560
  TCP    172.20.13.160:49741    172.20.13.160:62289    ESTABLISHED     8560
  TCP    172.20.13.160:49742    40.91.74.57:443        ESTABLISHED     13808
  TCP    172.20.13.160:49753    172.20.13.160:49741    ESTABLISHED     15236
  TCP    172.20.13.160:49763    172.20.13.160:49741    ESTABLISHED     11556
  TCP    172.20.13.160:50170    23.202.165.17:443      CLOSE_WAIT      3968
  TCP    172.20.13.160:52755    74.125.200.188:5228    ESTABLISHED     13808
  TCP    172.20.13.160:52768    13.107.42.11:443       ESTABLISHED     13808
  TCP    172.20.13.160:52847    13.94.40.40:443        ESTABLISHED     13808
  TCP    172.20.13.160:55720    157.240.8.53:443       ESTABLISHED     13808
  TCP    172.20.13.160:56067    198.252.206.25:443     ESTABLISHED     13808
  TCP    172.20.13.160:56848    23.215.237.104:443     ESTABLISHED     13808
  TCP    172.20.13.160:57718    172.20.13.160:49741    ESTABLISHED     15056
  TCP    172.20.13.160:57720    172.20.13.160:49741    ESTABLISHED     3044
  TCP    172.20.13.160:57726    172.20.13.160:49741    ESTABLISHED     19040
  TCP    172.20.13.160:57727    172.20.13.160:49741    ESTABLISHED     17088
  TCP    172.20.13.160:57768    172.20.13.160:49741    ESTABLISHED     8672
  TCP    172.20.13.160:57780    172.20.13.160:49741    ESTABLISHED     14420
  TCP    172.20.13.160:58934    172.20.13.160:49741    ESTABLISHED     8560
  TCP    172.20.13.160:60346    172.20.13.160:1433     ESTABLISHED     4916
  TCP    172.20.13.160:60600    52.139.250.253:443     ESTABLISHED     4528
  TCP    172.20.13.160:60947    111.221.29.254:443     TIME_WAIT       0
  TCP    172.20.13.160:60973    13.107.21.200:443      CLOSE_WAIT      9088
  TCP    172.20.13.160:60974    13.107.21.200:443      CLOSE_WAIT      9088
  TCP    172.20.13.160:60975    13.107.6.158:443       CLOSE_WAIT      9088
  TCP    172.20.13.160:61008    104.44.77.196:443      CLOSE_WAIT      9088
  TCP    172.20.13.160:61010    13.107.136.254:443     CLOSE_WAIT      9088
  TCP    172.20.13.160:61012    13.107.255.202:443     CLOSE_WAIT      9088
  TCP    172.20.13.160:61015    204.79.197.222:443     CLOSE_WAIT      9088
  TCP    172.20.13.160:61428    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61533    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61576    172.217.194.189:443    ESTABLISHED     5804
  TCP    172.20.13.160:61592    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61593    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61594    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61595    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61604    52.113.194.131:443     LAST_ACK        8932
  TCP    172.20.13.160:61608    52.114.7.37:443        ESTABLISHED     8932
  TCP    172.20.13.160:61609    52.114.7.37:443        ESTABLISHED     8932
  TCP    172.20.13.160:61656    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61662    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61705    172.217.167.65:443     ESTABLISHED     13808
  TCP    172.20.13.160:61713    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61714    216.58.199.68:443      ESTABLISHED     13808
  TCP    172.20.13.160:61716    216.58.199.68:443      TIME_WAIT       0
  TCP    172.20.13.160:61717    216.58.199.68:443      ESTABLISHED     13808
  TCP    172.20.13.160:61736    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61748    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61749    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61750    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61751    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61752    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61753    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61754    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61755    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61756    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61757    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61758    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61759    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61760    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61761    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61762    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61763    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61764    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61765    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61766    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61767    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61768    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61769    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61770    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61771    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61772    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61773    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61774    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61775    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61776    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61777    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61778    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61779    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61785    216.58.199.74:443      ESTABLISHED     13808
  TCP    172.20.13.160:61792    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:61793    172.217.167.78:443     ESTABLISHED     13808
  TCP    172.20.13.160:61794    216.58.203.110:443     ESTABLISHED     13808
  TCP    172.20.13.160:61795    216.58.203.110:443     TIME_WAIT       0
  TCP    172.20.13.160:61797    216.58.196.130:443     ESTABLISHED     13808
  TCP    172.20.13.160:61804    216.58.196.130:443     ESTABLISHED     13808
  TCP    172.20.13.160:61805    151.101.129.69:443     TIME_WAIT       0
  TCP    172.20.13.160:61806    151.101.129.69:443     ESTABLISHED     13808
  TCP    172.20.13.160:61813    172.217.167.65:443     ESTABLISHED     13808
  TCP    172.20.13.160:61814    192.0.73.2:443         ESTABLISHED     13808
  TCP    172.20.13.160:61815    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61816    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61817    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61818    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61819    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61820    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61821    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61822    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61823    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61824    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61825    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61826    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61827    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61828    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61829    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61830    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61831    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61833    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61834    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61835    23.219.211.72:443      ESTABLISHED     13808
  TCP    172.20.13.160:61836    13.35.146.68:443       ESTABLISHED     13808
  TCP    172.20.13.160:61843    103.229.10.134:443     ESTABLISHED     13808
  TCP    172.20.13.160:61844    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61845    104.16.2.35:443        TIME_WAIT       0
  TCP    172.20.13.160:61851    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61861    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61865    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61866    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61867    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61868    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:61869    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:61870    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:61879    216.58.199.46:443      ESTABLISHED     13808
  TCP    172.20.13.160:61916    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:61918    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:61919    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:61921    172.20.13.160:49771    TIME_WAIT       0
  TCP    172.20.13.160:61922    172.20.13.160:49771    TIME_WAIT       0
  TCP    172.20.13.160:61923    172.20.13.160:49771    TIME_WAIT       0
  TCP    172.20.13.160:61925    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:61926    172.20.13.160:49771    TIME_WAIT       0
  TCP    172.20.13.160:61929    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61930    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61931    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61932    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:61970    216.58.199.66:443      ESTABLISHED     13808
  TCP    172.20.13.160:61977    13.35.146.27:443       ESTABLISHED     13808
  TCP    172.20.13.160:61982    216.58.203.106:443     ESTABLISHED     13808
  TCP    172.20.13.160:61983    209.197.3.15:443       ESTABLISHED     13808
  TCP    172.20.13.160:61984    216.58.203.106:443     ESTABLISHED     13808
  TCP    172.20.13.160:61985    54.239.132.188:443     ESTABLISHED     13808
  TCP    172.20.13.160:61986    185.200.117.147:443    ESTABLISHED     13808
  TCP    172.20.13.160:61987    185.200.117.147:443    TIME_WAIT       0
  TCP    172.20.13.160:61988    172.217.25.35:443      ESTABLISHED     13808
  TCP    172.20.13.160:61993    172.217.194.156:443    ESTABLISHED     13808
  TCP    172.20.13.160:61994    209.197.3.15:443       ESTABLISHED     13808
  TCP    172.20.13.160:61997    54.239.132.58:443      ESTABLISHED     13808
  TCP    172.20.13.160:61998    23.202.165.202:443     ESTABLISHED     13808
  TCP    172.20.13.160:62006    103.231.98.193:443     ESTABLISHED     13808
  TCP    172.20.13.160:62008    35.244.184.245:443     ESTABLISHED     13808
  TCP    172.20.13.160:62009    104.20.132.40:443      ESTABLISHED     13808
  TCP    172.20.13.160:62012    172.217.25.33:443      ESTABLISHED     13808
  TCP    172.20.13.160:62020    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:62021    172.20.13.160:49771    TIME_WAIT       0
  TCP    172.20.13.160:62022    172.217.167.98:443     ESTABLISHED     13808
  TCP    172.20.13.160:62023    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:62025    172.20.13.160:1098     TIME_WAIT       0
  TCP    172.20.13.160:62026    172.20.13.160:49771    TIME_WAIT       0
  TCP    172.20.13.160:62027    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:62032    106.10.193.45:443      ESTABLISHED     13808
  TCP    172.20.13.160:62036    52.65.184.51:443       ESTABLISHED     13808
  TCP    172.20.13.160:62037    52.64.174.43:443       ESTABLISHED     13808
  TCP    172.20.13.160:62039    199.244.51.60:443      TIME_WAIT       0
  TCP    172.20.13.160:62041    13.35.146.21:443       ESTABLISHED     13808
  TCP    172.20.13.160:62042    103.229.10.232:443     ESTABLISHED     13808
  TCP    172.20.13.160:62043    103.229.10.164:443     ESTABLISHED     13808
  TCP    172.20.13.160:62045    103.229.10.232:443     ESTABLISHED     13808
  TCP    172.20.13.160:62046    103.229.10.164:443     ESTABLISHED     13808
  TCP    172.20.13.160:62049    172.217.167.102:443    ESTABLISHED     13808
  TCP    172.20.13.160:62050    13.55.190.17:443       ESTABLISHED     13808
  TCP    172.20.13.160:62051    52.63.5.206:443        ESTABLISHED     13808
  TCP    172.20.13.160:62052    172.217.25.134:443     TIME_WAIT       0
  TCP    172.20.13.160:62053    115.178.9.18:443       ESTABLISHED     13808
  TCP    172.20.13.160:62056    23.202.166.183:443     ESTABLISHED     13808
  TCP    172.20.13.160:62057    23.202.166.183:443     ESTABLISHED     13808
  TCP    172.20.13.160:62058    23.202.166.183:443     ESTABLISHED     13808
  TCP    172.20.13.160:62059    23.202.166.183:443     ESTABLISHED     13808
  TCP    172.20.13.160:62060    23.202.166.183:443     ESTABLISHED     13808
  TCP    172.20.13.160:62061    23.202.166.183:443     ESTABLISHED     13808
  TCP    172.20.13.160:62063    216.58.199.66:443      ESTABLISHED     13808
  TCP    172.20.13.160:62064    172.217.25.134:443     TIME_WAIT       0
  TCP    172.20.13.160:62065    216.58.199.66:443      TIME_WAIT       0
  TCP    172.20.13.160:62066    23.204.200.214:443     ESTABLISHED     13808
  TCP    172.20.13.160:62067    23.202.165.202:443     ESTABLISHED     13808
  TCP    172.20.13.160:62068    23.202.165.106:443     ESTABLISHED     13808
  TCP    172.20.13.160:62069    182.161.72.140:443     TIME_WAIT       0
  TCP    172.20.13.160:62073    23.204.214.10:443      ESTABLISHED     13808
  TCP    172.20.13.160:62075    23.202.165.202:443     ESTABLISHED     13808
  TCP    172.20.13.160:62087    103.229.206.238:443    ESTABLISHED     13808
  TCP    172.20.13.160:62090    173.241.248.143:443    ESTABLISHED     13808
  TCP    172.20.13.160:62091    23.202.165.124:443     ESTABLISHED     13808
  TCP    172.20.13.160:62093    103.231.98.196:443     ESTABLISHED     13808
  TCP    172.20.13.160:62094    104.198.127.82:443     ESTABLISHED     13808
  TCP    172.20.13.160:62095    37.157.2.236:443       ESTABLISHED     13808
  TCP    172.20.13.160:62096    173.241.248.10:443     ESTABLISHED     13808
  TCP    172.20.13.160:62103    35.187.208.158:443     ESTABLISHED     13808
  TCP    172.20.13.160:62104    52.198.221.5:443       ESTABLISHED     13808
  TCP    172.20.13.160:62105    103.231.98.195:443     ESTABLISHED     13808
  TCP    172.20.13.160:62108    103.229.10.134:443     TIME_WAIT       0
  TCP    172.20.13.160:62115    103.231.98.194:443     ESTABLISHED     13808
  TCP    172.20.13.160:62116    151.101.98.110:443     ESTABLISHED     13808
  TCP    172.20.13.160:62122    162.247.242.21:443     ESTABLISHED     13808
  TCP    172.20.13.160:62124    103.231.98.195:443     ESTABLISHED     13808
  TCP    172.20.13.160:62174    172.20.13.160:49741    ESTABLISHED     8560
  TCP    172.20.13.160:62175    103.229.10.134:443     ESTABLISHED     13808
  TCP    172.20.13.160:62187    172.20.13.160:49741    TIME_WAIT       0
  TCP    172.20.13.160:62205    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62206    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62207    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62208    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62209    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62210    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62211    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62212    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62213    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62214    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62215    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62216    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62217    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62218    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62219    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62220    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62221    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62222    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62223    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62224    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62225    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62226    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62227    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62228    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62229    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62230    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62231    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62232    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62233    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62234    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62235    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62236    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62272    23.202.166.183:443     ESTABLISHED     13808
  TCP    172.20.13.160:62284    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62285    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62286    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62287    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62288    172.20.13.160:6080     TIME_WAIT       0
  TCP    172.20.13.160:62289    172.20.13.160:49741    ESTABLISHED     11556
  TCP    172.20.13.160:62351    172.217.167.78:443     TIME_WAIT       0
  TCP    172.20.13.160:64581    40.90.190.179:443      ESTABLISHED     8932
  TCP    [::]:135               [::]:0                 LISTENING       1172
  TCP    [::]:445               [::]:0                 LISTENING       4
  TCP    [::]:1098              [::]:0                 LISTENING       15236
  TCP    [::]:1433              [::]:0                 LISTENING       4880
  TCP    [::]:5432              [::]:0                 LISTENING       6240
  TCP    [::]:6080              [::]:0                 LISTENING       11556
  TCP    [::]:6099              [::]:0                 LISTENING       8560
  TCP    [::]:6379              [::]:0                 LISTENING       19852
  TCP    [::]:49621             [::]:0                 LISTENING       2980
  TCP    [::]:49664             [::]:0                 LISTENING       780
  TCP    [::]:49665             [::]:0                 LISTENING       1732
  TCP    [::]:49666             [::]:0                 LISTENING       1528
  TCP    [::]:49667             [::]:0                 LISTENING       3228
  TCP    [::]:49673             [::]:0                 LISTENING       856
  TCP    [::]:49674             [::]:0                 LISTENING       876
  TCP    [::]:49741             [::]:0                 LISTENING       8560
  TCP    [::]:49771             [::]:0                 LISTENING       11556
  TCP    [::]:57688             [::]:0                 LISTENING       3044
  TCP    [::]:57689             [::]:0                 LISTENING       17088
  TCP    [::]:57690             [::]:0                 LISTENING       15056
  TCP    [::]:57691             [::]:0                 LISTENING       3044
  TCP    [::]:57692             [::]:0                 LISTENING       17088
  TCP    [::]:57693             [::]:0                 LISTENING       15056
  TCP    [::]:57710             [::]:0                 LISTENING       19040
  TCP    [::]:57711             [::]:0                 LISTENING       19040
  TCP    [::]:57759             [::]:0                 LISTENING       8672
  TCP    [::]:57760             [::]:0                 LISTENING       8672
  TCP    [::]:57769             [::]:0                 LISTENING       14420
